customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
5777-ZPQNC,low,0.0414,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1951-IEYXM,low,0.0076,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3318-NMQXL,high,0.7597,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3143-ILDAL,low,0.3034,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1022-RKXDR,low,0.0400,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2361-FJWNO,low,0.0693,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2272-UOINI,low,0.3172,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8232-UTFOZ,low,0.0109,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3750-YHRYO,low,0.0403,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6637-KYRCV,medium,0.4387,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5668-MEISB,low,0.0314,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0129-QMPDR,low,0.0301,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7188-CBBBA,low,0.1992,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5356-CSVSQ,low,0.3982,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3221-CJMSG,low,0.1698,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4720-VSTSI,low,0.2439,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3219-JQRSL,low,0.0105,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2801-NISEI,low,0.1243,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3946-MHCZW,medium,0.4757,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4623-ZKHLY,low,0.0934,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6732-VAILE,low,0.0331,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8201-AAXCB,low,0.1685,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7696-CFTAT,low,0.0184,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1845-CSBRZ,low,0.3973,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2123-VSCOT,low,0.0222,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6651-AZVTJ,medium,0.5160,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4566-GOLUK,low,0.3970,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2484-DGXPZ,low,0.0501,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2018-QKYGT,high,0.8540,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
2792-VPPET,low,0.2097,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7409-JURKQ,low,0.2384,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3247-MHJKM,low,0.2882,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1964-SVLEA,low,0.0393,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4587-NUKOX,medium,0.6973,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7297-DVYGA,low,0.0310,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2239-CGBUZ,low,0.0616,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0854-UYHZD,low,0.0129,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7243-LCGGZ,low,0.3067,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8267-KFGYD,medium,0.4268,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4890-VMUAV,low,0.0387,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9261-WDCAF,medium,0.4130,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3764-MNMOI,low,0.0070,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7442-YGZFK,medium,0.5777,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0420-BWTPW,low,0.2932,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8229-BUJHX,low,0.0084,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7449-HVPIV,low,0.2073,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5504-WSIUR,low,0.0985,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8183-ONMXC,medium,0.6366,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8466-PZBLH,low,0.1039,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9614-RMGHA,low,0.2946,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8735-IJJEG,low,0.1726,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0564-MUUQK,medium,0.4072,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5054-IEXZT,high,0.8229,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5834-ASPWA,high,0.8229,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0701-RFGFI,low,0.3547,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0019-EFAEP,low,0.0220,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5619-PTMIK,low,0.2174,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3737-XBQDD,low,0.3221,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5882-CMAZQ,low,0.3348,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5846-QFDFI,low,0.2236,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4445-KWOKW,low,0.1187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3511-APPBJ,low,0.2916,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7967-HYCDE,medium,0.4682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2430-RRYUW,low,0.0701,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3948-XHGNA,low,0.1816,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3723-BFBGR,low,0.1645,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0565-IYCGT,low,0.0646,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5447-WZAFP,low,0.1927,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5110-CHOPY,low,0.0329,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5445-UTODQ,high,0.7165,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4425-OWHWB,low,0.0301,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7892-QVYKW,low,0.3672,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9675-ICXCT,low,0.0149,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1024-VRZHF,medium,0.5815,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4703-MQYKT,low,0.0133,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9497-QCMMS,high,0.8992,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5692-ICXLW,medium,0.5505,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0602-DDUML,low,0.0142,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2208-MPXIO,low,0.0134,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
